"id","camp_name","year","location","loc_cow","prim_meth","camp_orgs","camp_orgs_list","div_ethnicity","div_religion","EPR_GROUP","EPR_ID","PARTICIPATION","PRIMARY","CLAIM","SOURCES","NOTES","status","egip_participated","egip_claimed","egip_participated_claimed","statename","egip_groups_count","excl_groups_count","regaut_groups_count","discrim_groups_count","powerless_groups_count","egippop","exclpop","alonerule_groups_count","powershare_groups_count","alonerulepop","powersharepop","IFI","EFI","legippop","lexclpop","discrimpop","ldiscrimpop","powerlesspop","lpowerlesspop"
28,"Anti-Shamun",1958,"Lebanon",660,0,5,"National Front, Lebanese Progressive Socialist Party, National Socialist Front, Baath Party, Najjadah",1,1,"Sunnis (Arab)",66010000,1,1,1,"ACD2EPR","NAVCO codes as diverse, but WCRWWA describes as a Muslim uprising and ACD2EPR codes as Sunni only","SENIOR PARTNER",1,1,1,"Lebanon",7,4,0,0,4,0.87,0.13,0,7,0,0.87,0.1809,0.0103,0.87,0.13,0,0,0.13,0.13
29,"Anti-Suharto",1996,"Indonesia",850,1,10,"PDI
 Independent Election Monitoring Committee (KIPP)
 Peopleâ€™s Democratic Party (PRD)
 Solidarity Indonesian Students for Democracy (SMID)
 Aldera
 GMNI
 PMII
 GMKI
 PMKRI
 Yayasan Pijar
 Indonesian Peopleâ€™s Council (MARI)",1,1,"Javanese",85008000,1,1,0,"WCRWWA","Can't find evidence of additional group participation","DOMINANT",1,0,0,"Indonesia",1,4,0,1,3,0.45,0.0429,1,0,0.45,0,0.2025,0.00058741,0.583809029579657,0.0556564608199273,0.02,0.0259470679813181,0.0229,0.0297093928386092
30,"Anti-Thaksin",2005,"Thailand",800,1,1,"",0,0,"Thai",80003000,1,1,0,"Ockey 2007","Coup leader Sonthi Boonyaratglin was Muslim, but majority of military officers (including those behind coup) were Thai","DOMINANT",1,0,0,"Thailand",1,3,0,1,2,0.815,0.065,1,0,0.815,0,0.664225,0.002625,0.815,0.065,0.05,0.05,0.015,0.015
31,"Anya Nya",1962,"Sudan",625,0,2,"Sudan African National Union (SANU), Union of Southern Students and Youth (USSY)",0,0,"Dinka",62504000,1,1,1,"ACD2EPR","","POWERLESS",0,0,0,"Sudan",1,12,0,0,12,0.15,0.82,1,0,0.15,0,0.0225,0.1096,0.154639175257732,0.845360824742268,0,0,0.82,0.845360824742268
32,"Argentina coup plot",1987,"Argentina",160,1,1,"Col. Adol Rico + Military members",0,0,"Whites/mestizos",16001000,1,1,0,"NAVCO2.1","In first year, NAVCO codes as not diverse, presumed White participation only","MONOPOLY",1,0,0,"Argentina",1,1,0,0,1,0.97,0.015,1,0,0.97,0,0.9409,0.000225,0.984771573604061,0.0152284263959391,0,0,0.015,0.0152284263959391
33,"Argentina pro-democracy movement",1977,"Argentina",160,1,2,"Asamblea Permanente por los Derechos Humanos (APDH), HIJOS",0,0,"Whites/mestizos",16001000,1,1,0,"NAVCO2.1","","MONOPOLY",1,0,0,"Argentina",1,1,0,1,0,0.97,0.015,1,0,0.97,0,0.9409,0.000225,0.984771573604061,0.0152284263959391,0.015,0.0152284263959391,0,0
34,"Armed Forces for National Liberation (FALN)",1958,"Venezuela",101,0,1,"Communist Party (PCV)",0,0,"Whites/mestizos",10101000,1,1,0,"NAVCO2.1","EPR describes ethnicity as irrelevant during this period","IRRELEVANT",0,0,0,"Venezuela",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"Armenians in Nagorno-Karabakh",1991,"Azerbaijan",373,0,0,"",0,0,"Armenians",37304000,1,1,1,"ACD2EPR","ACD2EPR shows that later in the war, in 1993, a group of Azeri led by former Prime minister Surat Huseynov joined with a military faction. This group was later tried for treason. Which showcases some involvement of Azeri ethnic group involved in the Nagorno conflict. Thus it was coded as 1","SELF-EXCLUSION",0,0,0,"Azerbaijan",1,2,0,0,1,0.92,0.033,1,0,0.92,0,0.8464,0.000569,0.965372507869885,0.0346274921301154,0,0,0.02,0.0209863588667366
36,"Third Balochistan Separatist Movement",1973,"Pakistan",770,0,0,"",0,0,"Baluchis",77001000,1,1,1,"ACD2EPR","","POWERLESS",0,0,0,"Pakistan",3,4,0,1,3,0.702,0.276,0,3,0,0.702,0.333204,0.030056,0.717791411042945,0.282208588957055,0.016,0.016359918200409,0.26,0.265848670756646
37,"Bangladesh Anti-Ershad",1987,"Bangladesh",771,1,11,"Awami League (leading an 8-Opposition Party Alliance), Begum Khaleda Zia (leading another 7-Opposition Party Alliance, a 5-Party Alliance, Jamaat-e-Islami",0,1,"Bengali Muslims",77102000,1,1,0,"WCRWWA, SGNAD","","DOMINANT",1,0,0,"Bangladesh",1,3,0,3,0,0.895,0.112,1,0,0.895,0,0.801025,0.010104,0.888778550148957,0.111221449851043,0.112,0.111221449851043,0,0
38,"Belarus Anti-Communist",1988,"Belarus",370,1,2,"Belarusian Popular Front, Martyrology of Belarus",1,1,"Byelorussians",36504000,1,1,1,"WCRWWA","Target should be USSR, Belorussia not yet independent","POWERLESS",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"Belarus Pro-Democracy Campaign",2006,"Belarus",370,1,4,"United Democratic Forces of Belarus
 Belarus Social Democratic Party
 Belarusian Popular Front
 Youth Front",0,0,"Byelorussians",37001000,1,1,0,"WCRWWA","","SENIOR PARTNER",1,0,0,"Belarus (Byelorussia)",2,1,0,1,0,0.92,0.031,0,2,0,0.92,0.707458,0.000961,0.967402733964248,0.0325972660357518,0.031,0.0325972660357518,0,0
40,"Bangla Independence Campaign",1971,"Pakistan",770,0,1,"Awami League",1,1,"Bengali",77002000,1,1,1,"ACD2EPR","","DISCRIMINATED",0,0,0,"Pakistan",4,4,0,2,2,0.372,0.61,0,4,0,0.372,0.092504,0.3043,0.378818737270876,0.621181262729124,0.56,0.570264765784114,0.05,0.0509164969450102
41,"Benin Anti-Communist",1989,"Benin",434,1,6,"Communist Part of Dahomey (PCD), Bureau Executif National (BEN) of the Cooperative Universitaire, Catholic Church of Benin, Organisation des Femmes Entrepeneurs et Commercants de l'Afrique de l'Ouest (OFECAO), Syndicat des Enseignats du Superie",0,0,"South/Central",43401000,1,1,0,"WCRWWA","","JUNIOR PARTNER",1,0,0,"Benin",3,0,0,0,0,0.665,0,0,3,0,0.665,0.165625,0,1,0,0,0,0,0
41,"Benin Anti-Communist",1989,"Benin",434,1,6,"Communist Part of Dahomey (PCD), Bureau Executif National (BEN) of the Cooperative Universitaire, Catholic Church of Benin, Organisation des Femmes Entrepeneurs et Commercants de l'Afrique de l'Ouest (OFECAO), Syndicat des Enseignats du Superie",0,0,"Southeastern",43402000,1,0,0,"WCRWWA","","JUNIOR PARTNER",1,0,0,"Benin",3,0,0,0,0,0.665,0,0,3,0,0.665,0.165625,0,1,0,0,0,0,0
41,"Benin Anti-Communist",1989,"Benin",434,1,6,"Communist Part of Dahomey (PCD), Bureau Executif National (BEN) of the Cooperative Universitaire, Catholic Church of Benin, Organisation des Femmes Entrepeneurs et Commercants de l'Afrique de l'Ouest (OFECAO), Syndicat des Enseignats du Superie",0,0,"Northern",43403000,1,0,0,"WCRWWA","","SENIOR PARTNER",1,0,0,"Benin",3,0,0,0,0,0.665,0,0,3,0,0.665,0.165625,0,1,0,0,0,0,0
42,"Biafrans",1967,"Nigeria",475,0,1,"Biafran Government",0,0,"Igbo",47502000,1,1,1,"ACD2EPR","Further research done via Wikipedia, Samuel Daly 2020, Britannica, and so forth states that this was a conflict between Igbo people attempting to secede from the northern dominated Nigeria. There are no signs that other groups joined this civil conflict in any meaningful way.","DISCRIMINATED",0,0,0,"Nigeria",2,4,0,1,3,0.5,0.31,0,2,0,0.5,0.1282,0.04305,0.617283950617284,0.382716049382716,0.18,0.222222222222222,0.13,0.160493827160494
43,"Bolivian Anti-Junta",1976,"Bolivia",145,1,3,"Bolivian Mineworkers Union Federation
Student Federation",0,0,"Whites",14504000,1,1,0,"NAVCO2.1","","DOMINANT",1,0,0,"Bolivia",1,2,0,0,2,0.41,0.56,1,0,0.41,0,0.1681,0.1586,0.41,0.56,0,0,0.56,0.56
44,"Bolivian Leftists",1952,"Bolivia",145,0,2,"Nationalist Revolutionary Movement (MNR), Central Obrera Boliviana (COB)",1,0,"Whites",14504000,1,1,0,"ACD2EPR","While NAVCO codes as divers, ACD2EPR identifies only Whites, no evidence of other groups found","MONOPOLY",1,0,0,"Bolivia",1,3,0,3,0,0.41,0.59,1,0,0.41,0,0.1681,0.1595,0.41,0.59,0.59,0.59,0,0
45,"Bougainville Revolt",1988,"Papua New Guinea",910,1,0,"",0,0,"Papua New Guineanss",91001000,1,1,0,"EPR","","DOMINANT",1,0,0,"Papua New Guinea",1,1,0,0,1,0.966,0.034,1,0,0.966,0,0.933156,0.001156,0.966,0.034,0,0,0.034,0.034
46,"Buganda Tribe",1966,"Uganda",500,0,1,"Kabaka Yekka",0,0,"Baganda",50002000,1,1,1,"WCRWWA","","SENIOR PARTNER",1,1,1,"Uganda",4,0,0,0,0,0.693,0,0,4,0,0.693,0.136009,0,1,0,0,0,0,0
47,"Bulgaria Anti-Communist",1989,"Bulgaria",355,1,7,"The Discussion Group in Support of Perestroika and Glasnost, the Independent Association for Human Rights, Ecoglasnost, Podkrepa, Committee for the Defense of Religious Rights, BANU, UDF.",1,1,"Bulgarians",35501000,1,1,0,"WCRWWA","No evidence can be found for involvement by Roma or Pomak groups in Bulgaria.","MONOPOLY",1,0,0,"Bulgaria",1,3,0,3,0,0.83,0.167,1,0,0.83,0,0.6889,0.012789,0.832497492477432,0.167502507522568,0.167,0.167502507522568,0,0
47,"Bulgaria Anti-Communist",1989,"Bulgaria",355,1,7,"The Discussion Group in Support of Perestroika and Glasnost, the Independent Association for Human Rights, Ecoglasnost, Podkrepa, Committee for the Defense of Religious Rights, BANU, UDF.",1,1,"Turkish",35502000,1,0,0,"WCRWWA","No evidence can be found for involvement by Roma or Pomak groups in Bulgaria.","DISCRIMINATED",1,0,0,"Bulgaria",1,3,0,3,0,0.83,0.167,1,0,0.83,0,0.6889,0.012789,0.832497492477432,0.167502507522568,0.167,0.167502507522568,0,0
49,"CAR multiple factions",1996,"Central African Republic",482,0,0,"",0,0,"Yakoma",48206080,1,1,1,"Mehler 2009 p 10","https://www.giga-hamburg.de/de/system/files/publications/wp114_mehler.pdf","JUNIOR PARTNER",1,1,1,"Central African Republic",6,0,0,0,0,0.845,0,0,6,0,0.845,0.199225,0,1,0,0,0,0,0
50,"CPN-M/UPF",1996,"Nepal",790,0,1,"CPN-M/UPF",1,1,"Adibasi Janajati",79002000,1,1,1,"ACD2EPR","","POWERLESS",1,0,0,"Nepal",2,4,0,0,4,0.37,0.62,0,2,0,0.37,0.0997,0.1346,0.373737373737374,0.626262626262626,0,0,0.62,0.626262626262626
50,"CPN-M/UPF",1996,"Nepal",790,0,1,"CPN-M/UPF",1,1,"Caste Hill Hindu Elite",79001000,1,0,0,"ACD2EPR","I'm overruling ACD2EPRs coding of CHHE making ethnic claim","SENIOR PARTNER",1,0,0,"Nepal",2,4,0,0,4,0.37,0.62,0,2,0,0.37,0.0997,0.1346,0.373737373737374,0.626262626262626,0,0,0.62,0.626262626262626
50,"CPN-M/UPF",1996,"Nepal",790,0,1,"CPN-M/UPF",1,1,"Newars",79003000,1,0,0,"ACD2EPR","","JUNIOR PARTNER",1,0,0,"Nepal",2,4,0,0,4,0.37,0.62,0,2,0,0.37,0.0997,0.1346,0.373737373737374,0.626262626262626,0,0,0.62,0.626262626262626
51,"Cameroon anti-colonialist movement",1955,"Cameroon",471,1,3,"Union des Populations du Cameroun (UPC), L'Union Democratique des Comite Femmes Camerounaises (UDFC), Jeunesse Democratique Camerounaise (JDC)",1,1,"COL",NA,NA,NA,NA,"Colonial","",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"Carnation Revolution",1973,"Portugal",235,1,1,"The Movement of Captains",0,0,"Portuguese",23501000,1,1,0,"EPR","","IRRELEVANT",0,0,0,"Portugal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"Cedar Revolution",2005,"Lebanon",660,1,1,"Hariri's Future Movement",1,1,"Sunnis (Arab)",66010000,1,1,0,"Jaafar and Stephan 2009","Describes as diverse, specifically cites Sunnis, Maronites, Druze, specifically says Shia absent (pp. 171, 172, 176)","SENIOR PARTNER",1,0,0,"Lebanon",7,4,0,1,3,0.86,0.13,0,7,0,0.86,0.1766,0.0103,0.868686868686869,0.131313131313131,0.1,0.101010101010101,0.03,0.0303030303030303
53,"Cedar Revolution",2005,"Lebanon",660,1,1,"Hariri's Future Movement",1,1,"Druze",66002000,1,0,0,"Jaafar and Stephan 2009","Describes as diverse, specifically cites Sunnis, Maronites, Druze, specifically says Shia absent (pp. 171, 172, 176)","JUNIOR PARTNER",1,0,0,"Lebanon",7,4,0,1,3,0.86,0.13,0,7,0,0.86,0.1766,0.0103,0.868686868686869,0.131313131313131,0.1,0.101010101010101,0.03,0.0303030303030303
53,"Cedar Revolution",2005,"Lebanon",660,1,1,"Hariri's Future Movement",1,1,"Maronites",66005000,1,0,0,"Jaafar and Stephan 2009","Describes as diverse, specifically cites Sunnis, Maronites, Druze, specifically says Shia absent (pp. 171, 172, 176)","SENIOR PARTNER",1,0,0,"Lebanon",7,4,0,1,3,0.86,0.13,0,7,0,0.86,0.1766,0.0103,0.868686868686869,0.131313131313131,0.1,0.101010101010101,0.03,0.0303030303030303
54,"Chad rebels",1994,"Chad",483,0,1,"National Resistance Alliance",-99,-99,"Sara",48304000,1,1,0,"ACD2EPR","","JUNIOR PARTNER",1,0,0,"Chad",4,1,0,0,1,0.315,0.14,0,4,0,0.315,0.059925,0.0196,0.692307692307692,0.307692307692308,0,0,0.14,0.307692307692308
55,"Chechen separatists",1994,"Russia",365,0,0,"",1,1,"Chechens",36516000,1,1,1,"ACD2EPR","No evidence of other groups","SELF-EXCLUSION",0,0,0,"Russia (Soviet Union)",1,36,0,1,34,0.798,0.1764,1,0,0.798,0,0.636804,0.0025781,0.806549423893269,0.178289872650091,0.001,0.00101071356377603,0.1664,0.168182737012331
56,"Conservative movement",1954,"Guatemala",90,0,2,"Castillo Armas, Alianza Femenina",0,0,"Ladinos",9001000,1,1,0,"NAVCO, ACD2EPR","","MONOPOLY",1,0,0,"Guatemala",1,1,0,0,1,0.48,0.515,1,0,0.48,0,0.2304,0.265225,0.482412060301508,0.517587939698492,0,0,0.515,0.517587939698492
57,"Contras",1980,"Nicaragua",93,0,7,"The People's Anti-Sandinista Movement (MILPAS), Carlos Fonseca Front, Grupo Pirata, Culebra, Bloque Opositor del Sur (BOS), 15th of September Legion, Nicaraguan Democratic Union",1,1,"Whites/mestizos",9301000,1,1,0,"ACD2EPR","","MONOPOLY",1,0,0,"Nicaragua",1,3,0,0,3,0.86,0.127,1,0,0.86,0,0.7396,0.009329,0.871327254305978,0.128672745694022,0,0,0.127,0.128672745694022
57,"Contras",1980,"Nicaragua",93,0,7,"The People's Anti-Sandinista Movement (MILPAS), Carlos Fonseca Front, Grupo Pirata, Culebra, Bloque Opositor del Sur (BOS), 15th of September Legion, Nicaraguan Democratic Union",1,1,"Afronicaraguans",9302000,1,0,0,"ACD2EPR","ACD2EPR lists Afronicaraguans, but codes 0 for participation","POWERLESS",1,0,0,"Nicaragua",1,3,0,0,3,0.86,0.127,1,0,0.86,0,0.7396,0.009329,0.871327254305978,0.128672745694022,0,0,0.127,0.128672745694022
57,"Contras",1980,"Nicaragua",93,0,7,"The People's Anti-Sandinista Movement (MILPAS), Carlos Fonseca Front, Grupo Pirata, Culebra, Bloque Opositor del Sur (BOS), 15th of September Legion, Nicaraguan Democratic Union",1,1,"Miskitos",9303000,1,0,1,"ACD2EPR","","POWERLESS",1,0,0,"Nicaragua",1,3,0,0,3,0.86,0.127,1,0,0.86,0,0.7396,0.009329,0.871327254305978,0.128672745694022,0,0,0.127,0.128672745694022
57,"Contras",1980,"Nicaragua",93,0,7,"The People's Anti-Sandinista Movement (MILPAS), Carlos Fonseca Front, Grupo Pirata, Culebra, Bloque Opositor del Sur (BOS), 15th of September Legion, Nicaraguan Democratic Union",1,1,"Sumus",9305000,1,0,1,"ACD2EPR","","POWERLESS",1,0,0,"Nicaragua",1,3,0,0,3,0.86,0.127,1,0,0.86,0,0.7396,0.009329,0.871327254305978,0.128672745694022,0,0,0.127,0.128672745694022
58,"Convention People's Party movement",1948,"Ghana",452,1,2,"Ashanti Youth Organization
 United Gold Coast Convention",0,0,"COL",NA,NA,NA,NA,"Colonial","",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"Croatian nationalists",1970,"Yugoslavia",345,1,3,"Matica Hrvatska, Studemtski list, Hrvatsko sveuciliste",0,0,"Croats",34502000,1,1,1,"NAVCO2.1","","SENIOR PARTNER",1,1,1,"Yugoslavia",6,2,0,0,2,0.82,0.11,0,6,0,0.82,0.19,0.0085,0.881720430107527,0.118279569892473,0,0,0.11,0.118279569892473
61,"Croats",1991,"Yugoslavia",345,0,1,"Croatian Democratic Party,",0,1,"Croats",34502000,1,1,1,"NAVCO 2.1","","SENIOR PARTNER",1,1,1,"Yugoslavia",6,2,0,1,1,0.82,0.11,0,6,0,0.82,0.19,0.0085,0.881720430107527,0.118279569892473,0.09,0.0967741935483871,0.02,0.021505376344086
62,"Cuban Revolution",1956,"Cuba",40,0,1,"July 26th Movement",0,0,"Whites",4001000,1,1,0,"ACD2EPR","ACD2EPR lists Whites, but codes as no recruitment","DOMINANT",1,0,0,"Cuba",1,1,0,0,1,0.73,0.27,1,0,0.73,0,0.5329,0.0729,0.73,0.27,0,0,0.27,0.27
63,"Cultural Revolution Red Guards",1966,"China",710,0,1,"Red Guards",0,0,"Chinese (Han)",71003000,1,1,0,"WCRWWA","","MONOPOLY",1,0,0,"China",1,30,0,0,30,0.94,0.057,1,0,0.94,0,0.8836,0.00031206,0.942828485456369,0.0571715145436309,0,0,0.057,0.0571715145436309
64,"Czech Anti-Soviet Occupation",1967,"Czechoslovakia",315,1,1,"",0,0,"Czechs",31501000,1,1,0,"NAVCO2","NAVCO lists as not diverse, only 1500 participants","SENIOR PARTNER",1,0,0,"Czechoslovakia",2,2,0,1,1,0.933,0.067,0,2,0,0.933,0.485489,0.002357,0.933,0.067,0.026,0.026,0.041,0.041
65,"Darul Islam",1949,"Indonesia",850,0,3,"Darul Islam, Bambu Runcing, Citarum Brigade (the latter two are separate and autonomous, but overlapping and somewhat cooperative)",1,0,"Javanese",85008000,1,1,0,"ACD2EPR","In this case while Darul Islam started their contest at the time given, it was also found that the organization was later supported in the late stages of their conflict by the PRRI and the Permesta Movement which is coded in ACD2EPR as ethnically Minahasa. This cooperation is coded in ACD2EPR and supported by the following websites: TIME, Wikipedia, and the Polynational War Memorial website.","IRRELEVANT",0,0,0,"Indonesia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,"Democracy Movement",1976,"China",710,1,1,"",0,0,"Chinese (Han)",71003000,1,1,0,"WCRWWA","","MONOPOLY",1,0,0,"China",1,31,0,31,0,0.94,0.0571,1,0,0.94,0,0.8836,0.00031207,0.942733928392338,0.0572660716076622,0.0571,0.0572660716076622,0,0
68,"Diretas ja",1983,"Brazil",140,1,1,"Diretas Ja",0,0,"Whites",14001000,1,1,0,"NAVCO2.1","","DOMINANT",1,0,0,"Brazil",1,2,0,0,2,0.54,0.454,1,0,0.54,0,0.2916,0.202516,0.543259557344064,0.456740442655936,0,0,0.454,0.456740442655936
69,"Dniestr",1992,"Moldova",359,0,0,"",1,0,"Russian Speakers",35903000,1,1,1,"WCRWWA","","POWERLESS",0,0,0,"Moldova",1,3,0,0,2,0.7,0.268,1,0,0.7,0,0.49,0.045944,0.723140495867769,0.276859504132231,0,0,0.23,0.237603305785124
70,"Dominican leftists",1965,"Dominican Republic",42,0,1,"Dominican Popular Movement (MPD)",0,0,"Dominicans",4201000,1,1,0,"EPR, ACD2EPR","","IRRELEVANT",0,0,0,"Dominican Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,"Druze resistance",1981,"Israel",666,1,0,"No indication of new campaign organizations found.",0,0,"Israeli Arabs",66601100,1,1,1,"WCRWWA","EPR lumps Druze in as Israeli Arab","POWERLESS",0,0,0,"Israel",2,2,0,1,1,0.6,0.4,0,2,0,0.6,0.1802,0.0962,0.6,0.4,0.29,0.29,0.11,0.11
72,"ERP/ Monteneros",1973,"Argentina",160,0,2,"La Tendencia Revolucionario (LTR), Montoneros",0,0,"Whites/mestizos",16001000,1,1,0,"ACD2EPR","ACD2EPR lists whites only","MONOPOLY",1,0,0,"Argentina",1,1,0,0,1,0.97,0.015,1,0,0.97,0,0.9409,0.000225,0.984771573604061,0.0152284263959391,0,0,0.015,0.0152284263959391
73,"Basque Campaign for Self-Determination",1968,"Spain",230,0,1,"ETA",0,0,"Basques",23004000,1,1,1,"ACD2EPR","","DISCRIMINATED",0,0,0,"Spain",1,4,0,4,0,0.68,0.302,1,0,0.68,0,0.4624,0.035438,0.692464358452138,0.307535641547862,0.302,0.307535641547862,0,0
74,"East Gemany Worker Uprising",1953,"East Germany",265,1,0,"",1,1,"Germans",26501000,1,1,0,"EPR","EPR lists only one ethnic group in GDR","IRRELEVANT",0,0,0,"German Democratic Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"East Germany pro-dem movement",1989,"East Germany",265,1,11,"New Forum, Evangelical Church groups, Green Party, Independent Women's Association, Democratic Awakening, Democracy Now, Initiative for Peace and Human rights, Democratic Outset",1,1,"Germans",26501000,1,1,0,"EPR","","IRRELEVANT",0,0,0,"German Democratic Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"Eritrean-led rebels",1974,"Ethiopia",530,0,2,"Eritrean People's Liberation Front (EPLF), Eritrean Liberation Front (ELF)",1,1,"Christian Eritreans",53011000,1,1,1,"ACD2EPR","Campaign for Eritrean secession; EPR divides Eritreans by religion, both included in EPLF rebel group according to ACD2EPR; Christians coded as initiators due to greater size","DISCRIMINATED",0,0,0,"Ethiopia",1,6,0,6,0,0.2829,0.4631,1,0,0.2829,0,0.08003241,0.09162723,0.379222520107239,0.620777479892761,0.4631,0.620777479892761,0,0
76,"Eritrean-led rebels",1974,"Ethiopia",530,0,2,"Eritrean People's Liberation Front (EPLF), Eritrean Liberation Front (ELF)",1,1,"Muslim Eritreans",53010000,1,0,1,"ACD2EPR","Campaign for Eritrean secession; EPR divides Eritreans by religion, both included in EPLF rebel group according to ACD2EPR; Christians coded as initiators due to greater size","DISCRIMINATED",0,0,0,"Ethiopia",1,6,0,6,0,0.2829,0.4631,1,0,0.2829,0,0.08003241,0.09162723,0.379222520107239,0.620777479892761,0.4631,0.620777479892761,0,0
77,"Ethniki Organosis Kyprios Agoniston",1954,"Cyprus",352,1,0,"",0,0,"COL",NA,NA,NA,NA,"Colonial Case","",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"FLNC",1977,"Democratic Republic of Congo",490,0,1,"Front de Liberation Nationale Congolais (FLNC)",-99,-99,"Lunda-Yeke",49011000,1,1,0,"ACD2EPR","","IRRELEVANT",0,0,0,"Congo, Democratic Republic of (Zaire)",3,8,0,0,8,0.08,0.583,0,3,0,0.08,0.0024,0.055409,0.111265646731572,0.810848400556328,0,0,0.583,0.810848400556328
78,"FLNC",1977,"Democratic Republic of Congo",490,0,1,"Front de Liberation Nationale Congolais (FLNC)",-99,-99,"Luba Shaba",49007000,1,0,0,"ACD2EPR","","POWERLESS",0,0,0,"Congo, Democratic Republic of (Zaire)",3,8,0,0,8,0.08,0.583,0,3,0,0.08,0.0024,0.055409,0.111265646731572,0.810848400556328,0,0,0.583,0.810848400556328
79,"FLOSY, NLF in Aden",1960,"Yemen",679,1,11,"Aden Trade Union Congress (ATUC)
 South Arabian League (SAL)
 Qawmiyyun al-Arab
 Aden Association (AA)
 National Union Party (NUP)",1,0,"COL",NA,NA,NA,NA,"Colonial","",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"FSLN",1978,"Nicaragua",93,0,6,"Broad Opposition Front, Group of Twelve, Popular Social Christian Party, Independent Liberal Parties, Comites de Defensa Sandinista (CDS), Association of Women Confronting the National Problem (AMPRONAC)",1,1,"Whites/mestizos",9301000,1,1,0,"ACD2EPR; Upsala Conflict Data Program","While NAVCO codes as divers, ACD2EPR identifies only Whites, no evidence of other groups found","MONOPOLY",1,0,0,"Nicaragua",1,3,0,0,3,0.86,0.127,1,0,0.86,0,0.7396,0.009329,0.871327254305978,0.128672745694022,0,0,0.127,0.128672745694022
81,"First Hutu Rebellion",1972,"Burundi",516,0,1,"Loose collection of Hutu intellectuals, Mulelist rebels from Zaire, and unemployed youths",0,0,"Hutus",51601000,1,1,1,"WCRWWA","""Hutu Rebellion""","DISCRIMINATED",0,0,0,"Burundi",1,1,0,1,0,0.14,0.85,1,0,0.14,0,0.0196,0.7225,0.141414141414141,0.858585858585859,0.85,0.858585858585859,0,0
82,"Former Rebel Leaders",1962,"Algeria",615,0,2,"National Liberation Front (FLN: Front de Liberation Nationale), Provisional government of Algeria (GRPA: Gouvernement Provisoire de la R√©publique Alg√©rienne)",-99,-99,"Berbers",61502000,1,1,0,"WCRWWA, Wikipedia","FFS main actor, a Berber group, but Arab participation as well ","POWERLESS",1,0,0,"Algeria",1,1,0,0,1,0.72,0.28,1,0,0.72,0,0.5184,0.0784,0.72,0.28,0,0,0.28,0.28
82,"Former Rebel Leaders",1962,"Algeria",615,0,2,"National Liberation Front (FLN: Front de Liberation Nationale), Provisional government of Algeria (GRPA: Gouvernement Provisoire de la R√©publique Alg√©rienne)",-99,-99,"Arabs",61501000,1,0,0,"WCRWWA, Wikipedia","FFS main actor, a Berber group, but Arab participation as well ","DOMINANT",1,0,0,"Algeria",1,1,0,0,1,0.72,0.28,1,0,0.72,0,0.5184,0.0784,0.72,0.28,0,0,0.28,0.28
83,"Franco-Madagascan",1947,"Madagascar",580,0,1,"Mouvement Democratique de la Renovation Malagache (MDRM)",0,0,"COL",NA,NA,NA,NA,"Colonial","",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"Frolinat",1966,"Chad",483,0,1,"Front de Liberation Nationale du Tchad (FROLINAT)",0,1,"Muslim Sahel Groups",48302000,1,1,1,"ACD2EPR","NAVCO codes as not diverse, but ACD2EPR includes both Muslim Sahel Groups and Toubou","POWERLESS",0,0,0,"Chad",1,3,0,0,3,0.24,0.45,1,0,0.24,0,0.0576,0.0941,0.347826086956522,0.652173913043478,0,0,0.45,0.652173913043478
