"","gwid","statename","from","to","group","groupid","gwgroupid","umbrella","size","status","reg_aut"
"4013",811,"Cambodia (Kampuchea)",1980,1993,"Khmer",3000,81103000,NA,0.922,"SENIOR PARTNER","false"
"4014",811,"Cambodia (Kampuchea)",1980,1993,"Cham and Malays",1000,81101000,NA,0.02,"JUNIOR PARTNER","false"
"4015",811,"Cambodia (Kampuchea)",1980,1993,"Chinese",2000,81102000,NA,0.02,"POWERLESS","false"
"4016",811,"Cambodia (Kampuchea)",1980,1993,"Khmer Loeu (various indigenous minorities)",5000,81105000,NA,0.01,"JUNIOR PARTNER","false"
"4017",811,"Cambodia (Kampuchea)",1980,1993,"Thai-Lao",7000,81107000,NA,0.01,"IRRELEVANT",""
"4018",811,"Cambodia (Kampuchea)",1980,1993,"Vietnamese",4000,81104000,NA,0.008,"DISCRIMINATED","false"
"4019",811,"Cambodia (Kampuchea)",1994,2019,"Khmer",3000,81103000,NA,0.95,"SENIOR PARTNER","false"
"4020",811,"Cambodia (Kampuchea)",1994,2019,"Cham and Malays",1000,81101000,NA,0.022,"JUNIOR PARTNER","false"
"4021",811,"Cambodia (Kampuchea)",1994,2019,"Khmer Loeu (various indigenous minorities)",5000,81105000,NA,0.012,"POWERLESS","false"
"4022",811,"Cambodia (Kampuchea)",1994,2019,"Vietnamese",4000,81104000,NA,0.008,"DISCRIMINATED","false"
"4023",811,"Cambodia (Kampuchea)",1994,2019,"Chinese",2000,81102000,NA,0.002,"JUNIOR PARTNER","false"
"4024",811,"Cambodia (Kampuchea)",1994,2019,"Thai-Lao",7000,81107000,NA,0.002,"IRRELEVANT",""
"4025",811,"Cambodia (Kampuchea)",2020,2021,"Khmer",3000,81103000,NA,0.95,"DOMINANT","false"
"4026",811,"Cambodia (Kampuchea)",2020,2021,"Cham and Malays",1000,81101000,NA,0.022,"POWERLESS","false"
"4027",811,"Cambodia (Kampuchea)",2020,2021,"Khmer Loeu (various indigenous minorities)",5000,81105000,NA,0.012,"POWERLESS","false"
"4028",811,"Cambodia (Kampuchea)",2020,2021,"Vietnamese",4000,81104000,NA,0.008,"DISCRIMINATED","false"
"4029",811,"Cambodia (Kampuchea)",2020,2021,"Chinese",2000,81102000,NA,0.002,"POWERLESS","false"
"4030",811,"Cambodia (Kampuchea)",2020,2021,"Thai-Lao",7000,81107000,NA,0.002,"IRRELEVANT",""
"4031",812,"Laos",1953,1974,"Lao (incl. Phuan)",3000,81203000,NA,0.5,"SENIOR PARTNER","false"
"4032",812,"Laos",1953,1974,"Lao Tai",9000,81209000,NA,0.14,"POWERLESS","true"
"4033",812,"Laos",1953,1974,"Lao Thoeng (excl. Khmou)",5000,81205000,NA,0.12,"POWERLESS","false"
"4034",812,"Laos",1953,1974,"Khmou",2000,81202000,NA,0.11,"POWERLESS","true"
"4035",812,"Laos",1953,1974,"Hmong",1000,81201000,NA,0.1,"JUNIOR PARTNER","false"
"4036",812,"Laos",1953,1974,"Lao Sung (excl. Hmong)",4000,81204000,NA,0.03,"JUNIOR PARTNER","false"
"4037",812,"Laos",1975,1990,"Lao (incl. Phuan)",3000,81203000,NA,0.52,"SENIOR PARTNER","false"
"4038",812,"Laos",1975,1990,"Lao Tai",9000,81209000,NA,0.13,"JUNIOR PARTNER","false"
"4039",812,"Laos",1975,1990,"Lao Thoeng (excl. Khmou)",5000,81205000,NA,0.12,"JUNIOR PARTNER","false"
"4040",812,"Laos",1975,1990,"Khmou",2000,81202000,NA,0.11,"JUNIOR PARTNER","false"
"4041",812,"Laos",1975,1990,"Hmong",1000,81201000,NA,0.09,"DISCRIMINATED","false"
"4042",812,"Laos",1975,1990,"Lao Sung (excl. Hmong)",4000,81204000,NA,0.03,"POWERLESS","false"
"4043",812,"Laos",1991,2021,"Lao (incl. Phuan)",3000,81203000,NA,0.55,"SENIOR PARTNER","false"
"4044",812,"Laos",1991,2021,"Lao Thoeng (excl. Khmou)",5000,81205000,NA,0.12,"JUNIOR PARTNER","false"
"4045",812,"Laos",1991,2021,"Lao Tai",9000,81209000,NA,0.12,"JUNIOR PARTNER","false"
"4046",812,"Laos",1991,2021,"Khmou",2000,81202000,NA,0.11,"JUNIOR PARTNER","false"
"4047",812,"Laos",1991,2021,"Hmong",1000,81201000,NA,0.08,"DISCRIMINATED","false"
"4048",812,"Laos",1991,2021,"Lao Sung (excl. Hmong)",4000,81204000,NA,0.02,"POWERLESS","false"
"4049",816,"Vietnam, Democratic Republic of",1954,1975,"Kinh (Vietnamese)",2000,81602000,NA,0.794507,"DOMINANT",""
"4050",816,"Vietnam, Democratic Republic of",1954,1975,"Tay",17000,81617000,NA,0.0183113,"IRRELEVANT",""
"4051",816,"Vietnam, Democratic Republic of",1954,1975,"Thai",18000,81618000,NA,0.0162767,"IRRELEVANT",""
"4052",816,"Vietnam, Democratic Republic of",1954,1975,"Muong",15000,81615000,NA,0.0142421,"IRRELEVANT",""
"4053",816,"Vietnam, Democratic Republic of",1954,1975,"Hoa (Chinese)",1000,81601000,NA,0.0101729,"POWERLESS","true"
"4054",816,"Vietnam, Democratic Republic of",1954,1975,"Nung",16000,81616000,NA,0.0101729,"IRRELEVANT",""
"4055",816,"Vietnam, Democratic Republic of",1954,1975,"Hmong",11000,81611000,NA,0.00915565,"IRRELEVANT",""
"4056",816,"Vietnam, Democratic Republic of",1954,1975,"Dao",3000,81603000,NA,0.00712106,"IRRELEVANT",""
"4057",816,"Vietnam, Democratic Republic of",1976,1978,"Kinh (Vietnamese)",2000,81602000,NA,0.781,"DOMINANT",""
"4058",816,"Vietnam, Democratic Republic of",1976,1978,"Tay",17000,81617000,NA,0.018,"DISCRIMINATED","false"
"4059",816,"Vietnam, Democratic Republic of",1976,1978,"Thai",18000,81618000,NA,0.016,"DISCRIMINATED","false"
"4060",816,"Vietnam, Democratic Republic of",1976,1978,"Muong",15000,81615000,NA,0.014,"DISCRIMINATED","false"
"4061",816,"Vietnam, Democratic Republic of",1976,1978,"Khmer",13000,81613000,NA,0.013,"DISCRIMINATED","false"
"4062",816,"Vietnam, Democratic Republic of",1976,1978,"Hoa (Chinese)",1000,81601000,NA,0.01,"DISCRIMINATED","false"
"4063",816,"Vietnam, Democratic Republic of",1976,1978,"Nung",16000,81616000,NA,0.01,"DISCRIMINATED","false"
"4064",816,"Vietnam, Democratic Republic of",1976,1978,"Hmong",11000,81611000,NA,0.009,"DISCRIMINATED","false"
"4065",816,"Vietnam, Democratic Republic of",1976,1978,"Dao",3000,81603000,NA,0.007,"DISCRIMINATED","false"
"4066",816,"Vietnam, Democratic Republic of",1976,1978,"Gia Rai",10000,81610000,NA,0.004,"DISCRIMINATED","false"
"4067",816,"Vietnam, Democratic Republic of",1979,2021,"Kinh (Vietnamese)",2000,81602000,NA,0.85,"DOMINANT",""
"4068",816,"Vietnam, Democratic Republic of",1979,2021,"Tay",17000,81617000,NA,0.018,"POWERLESS","false"
"4069",816,"Vietnam, Democratic Republic of",1979,2021,"Thai",18000,81618000,NA,0.018,"POWERLESS","false"
"4070",816,"Vietnam, Democratic Republic of",1979,2021,"Muong",15000,81615000,NA,0.015,"POWERLESS","false"
"4071",816,"Vietnam, Democratic Republic of",1979,2021,"Khmer",13000,81613000,NA,0.014,"POWERLESS","false"
"4072",816,"Vietnam, Democratic Republic of",1979,2021,"Hoa (Chinese)",1000,81601000,NA,0.01,"POWERLESS","false"
"4073",816,"Vietnam, Democratic Republic of",1979,2021,"Hmong",11000,81611000,NA,0.01,"POWERLESS","false"
"4074",816,"Vietnam, Democratic Republic of",1979,2021,"Nung",16000,81616000,NA,0.01,"POWERLESS","false"
"4075",816,"Vietnam, Democratic Republic of",1979,2021,"Dao",3000,81603000,NA,0.007,"POWERLESS","false"
"4076",816,"Vietnam, Democratic Republic of",1979,2021,"Gia Rai",10000,81610000,NA,0.004,"POWERLESS","false"
"4077",817,"Vietnam, Republic of",1954,1975,"Kinh (Vietnamese)",2000,81702000,NA,0.781,"DOMINANT",""
"4078",817,"Vietnam, Republic of",1954,1975,"Hoa (Chinese)",1000,81701000,NA,0.01,"POWERLESS","true"
"4079",820,"Malaysia",1957,1963,"Malays",5000,82005000,NA,0.498,"SENIOR PARTNER","false"
"4080",820,"Malaysia",1957,1963,"Chinese",1000,82001000,NA,0.372,"JUNIOR PARTNER","false"
"4081",820,"Malaysia",1957,1963,"East Indians",3000,82003000,NA,0.113,"JUNIOR PARTNER","false"
"4082",820,"Malaysia",1964,1965,"Malays",5000,82005000,NA,0.419,"SENIOR PARTNER","false"
"4083",820,"Malaysia",1964,1965,"Chinese",1000,82001000,NA,0.399,"JUNIOR PARTNER","false"
"4084",820,"Malaysia",1964,1965,"East Indians",3000,82003000,NA,0.088,"JUNIOR PARTNER","false"
"4085",820,"Malaysia",1964,1965,"Dayaks",2000,82002000,NA,0.026,"POWERLESS","true"
"4086",820,"Malaysia",1964,1965,"Kadazans",4000,82004000,NA,0.021,"POWERLESS","true"
"4087",820,"Malaysia",1966,2009,"Malays",5000,82005000,NA,0.51,"SENIOR PARTNER","false"
"4088",820,"Malaysia",1966,2009,"Chinese",1000,82001000,NA,0.254,"JUNIOR PARTNER","false"
"4089",820,"Malaysia",1966,2009,"East Indians",3000,82003000,NA,0.072,"JUNIOR PARTNER","false"
"4090",820,"Malaysia",1966,2009,"Dayaks",2000,82002000,NA,0.026,"POWERLESS","true"
"4091",820,"Malaysia",1966,2009,"Kadazans",4000,82004000,NA,0.021,"POWERLESS","true"
"4092",820,"Malaysia",2010,2021,"Malays",5000,82005000,NA,0.5,"SENIOR PARTNER","false"
"4093",820,"Malaysia",2010,2021,"Chinese",1000,82001000,NA,0.226,"JUNIOR PARTNER","false"
"4094",820,"Malaysia",2010,2021,"East Indians",3000,82003000,NA,0.067,"JUNIOR PARTNER","false"
"4095",820,"Malaysia",2010,2021,"Dayaks",2000,82002000,NA,0.026,"POWERLESS","false"
"4096",820,"Malaysia",2010,2021,"Kadazans",4000,82004000,NA,0.021,"POWERLESS","false"
"4097",820,"Malaysia",2010,2021,"Orang Asli",6000,82006000,NA,0.006,"POWERLESS","false"
"4098",830,"Singapore",1965,2010,"Chinese",1000,83001000,NA,0.713,"SENIOR PARTNER","false"
"4099",830,"Singapore",1965,2010,"Malays",2000,83002000,NA,0.128,"JUNIOR PARTNER","false"
"4100",830,"Singapore",1965,2010,"Indians",3000,83003000,NA,0.054,"JUNIOR PARTNER","false"
"4101",830,"Singapore",1965,2010,"Eurasians and Others",4000,83004000,NA,0.009,"JUNIOR PARTNER","false"
"4102",830,"Singapore",2011,2021,"Chinese",1000,83001000,NA,0.48,"SENIOR PARTNER","false"
"4103",830,"Singapore",2011,2021,"Malays",2000,83002000,NA,0.095,"JUNIOR PARTNER","false"
"4104",830,"Singapore",2011,2021,"Indians",3000,83003000,NA,0.046,"JUNIOR PARTNER","false"
"4105",830,"Singapore",2011,2021,"Eurasians and Others",4000,83004000,NA,0.009,"JUNIOR PARTNER","false"
"4106",835,"Brunei",1984,2021,"Bumiputera (Muslims)",1000,83501000,NA,0.57,"MONOPOLY",""
"4107",835,"Brunei",1984,2021,"Chinese",4000,83504000,NA,0.1,"DISCRIMINATED","false"
"4108",835,"Brunei",1984,2021,"Bumiputera (other)",2000,83502000,NA,0.09,"DISCRIMINATED","false"
"4109",835,"Brunei",1984,2021,"Non-Bumiputera (Indigenous)",3000,83503000,NA,0.05,"DISCRIMINATED","false"
"4110",840,"Philippines",1946,1970,"Christian lowlanders",1000,84001000,NA,0.859,"MONOPOLY",""
"4111",840,"Philippines",1946,1970,"Moro",3000,84003000,NA,0.051,"POWERLESS","false"
"4112",840,"Philippines",1946,1970,"Fil-Chinese",4000,84004000,NA,0.015,"DISCRIMINATED","false"
"4113",840,"Philippines",1971,1975,"Christian lowlanders",1000,84001000,NA,0.859,"DOMINANT",""
"4114",840,"Philippines",1971,1975,"Moro",3000,84003000,NA,0.051,"SELF-EXCLUSION","true"
"4115",840,"Philippines",1971,1975,"Fil-Chinese",4000,84004000,NA,0.015,"DISCRIMINATED","false"
"4116",840,"Philippines",1976,1986,"Christian lowlanders",1000,84001000,NA,0.859,"DOMINANT",""
"4117",840,"Philippines",1976,1986,"Moro",3000,84003000,NA,0.051,"SELF-EXCLUSION","true"
"4118",840,"Philippines",1976,1986,"Fil-Chinese",4000,84004000,NA,0.015,"IRRELEVANT",""
"4119",840,"Philippines",1987,1988,"Christian lowlanders",1000,84001000,NA,0.859,"DOMINANT",""
"4120",840,"Philippines",1987,1988,"Indigenous",2000,84002000,NA,0.075,"POWERLESS","false"
"4121",840,"Philippines",1987,1988,"Moro",3000,84003000,NA,0.051,"SELF-EXCLUSION","true"
"4122",840,"Philippines",1987,1988,"Fil-Chinese",4000,84004000,NA,0.015,"IRRELEVANT",""
"4123",840,"Philippines",1989,2021,"Christian lowlanders",1000,84001000,NA,0.859,"DOMINANT",""
"4124",840,"Philippines",1989,2021,"Indigenous",2000,84002000,NA,0.075,"POWERLESS","false"
"4125",840,"Philippines",1989,2021,"Moro",3000,84003000,NA,0.051,"POWERLESS","true"
"4126",840,"Philippines",1989,2021,"Fil-Chinese",4000,84004000,NA,0.015,"IRRELEVANT",""
"4127",850,"Indonesia",1946,1949,"Javanese",8000,85008000,NA,0.45,"IRRELEVANT",""
"4128",850,"Indonesia",1950,1958,"Javanese",8000,85008000,NA,0.45,"DOMINANT",""
"4129",850,"Indonesia",1950,1958,"Sundanese",14000,85014000,NA,0.13,"POWERLESS","true"
"4130",850,"Indonesia",1950,1958,"Madura",9000,85009000,NA,0.05,"POWERLESS","true"
"4131",850,"Indonesia",1950,1958,"Minangkabaus",12000,85012000,NA,0.03,"POWERLESS","true"
"4132",850,"Indonesia",1950,1958,"Bataks",4000,85004000,NA,0.02,"POWERLESS","true"
"4133",850,"Indonesia",1950,1958,"Chinese (Han)",5000,85005000,NA,0.02,"DISCRIMINATED","false"
"4134",850,"Indonesia",1950,1958,"Dayak",16000,85016000,NA,0.015,"POWERLESS","true"
"4135",850,"Indonesia",1950,1958,"Acehnese",1000,85001000,NA,0.01,"POWERLESS","true"
"4136",850,"Indonesia",1950,1958,"Balinese",3000,85003000,NA,0.01,"POWERLESS","true"
"4137",850,"Indonesia",1950,1958,"Makassarese and Bugis",10000,85010000,NA,0.01,"POWERLESS","true"
"4138",850,"Indonesia",1950,1958,"Minahasa",11000,85011000,NA,0.005,"POWERLESS","true"
"4139",850,"Indonesia",1950,1958,"Amboinese",2000,85002000,NA,0.0042,"SELF-EXCLUSION","true"
"4140",850,"Indonesia",1950,1958,"Gorontalos",7000,85007000,NA,0.0039,"POWERLESS","true"
"4141",850,"Indonesia",1950,1958,"Ternate",15000,85015000,NA,0.001,"POWERLESS","true"
"4142",850,"Indonesia",1959,1963,"Javanese",8000,85008000,NA,0.45,"DOMINANT",""
"4143",850,"Indonesia",1959,1963,"Sundanese",14000,85014000,NA,0.13,"POWERLESS","true"
"4144",850,"Indonesia",1959,1963,"Madura",9000,85009000,NA,0.05,"POWERLESS","true"
"4145",850,"Indonesia",1959,1963,"Minangkabaus",12000,85012000,NA,0.03,"POWERLESS","true"
"4146",850,"Indonesia",1959,1963,"Bataks",4000,85004000,NA,0.02,"POWERLESS","true"
"4147",850,"Indonesia",1959,1963,"Chinese (Han)",5000,85005000,NA,0.02,"DISCRIMINATED","false"
"4148",850,"Indonesia",1959,1963,"Dayak",16000,85016000,NA,0.015,"POWERLESS","true"
"4149",850,"Indonesia",1959,1963,"Acehnese",1000,85001000,NA,0.01,"POWERLESS","true"
"4150",850,"Indonesia",1959,1963,"Balinese",3000,85003000,NA,0.01,"POWERLESS","true"
"4151",850,"Indonesia",1959,1963,"Makassarese and Bugis",10000,85010000,NA,0.01,"POWERLESS","true"
"4152",850,"Indonesia",1959,1963,"Minahasa",11000,85011000,NA,0.005,"POWERLESS","true"
"4153",850,"Indonesia",1959,1963,"Amboinese",2000,85002000,NA,0.0042,"POWERLESS","true"
"4154",850,"Indonesia",1959,1963,"Gorontalos",7000,85007000,NA,0.0039,"POWERLESS","false"
"4155",850,"Indonesia",1959,1963,"Ternate",15000,85015000,NA,0.001,"POWERLESS","true"
"4156",850,"Indonesia",1964,1966,"Javanese",8000,85008000,NA,0.45,"DOMINANT",""
"4157",850,"Indonesia",1964,1966,"Sundanese",14000,85014000,NA,0.13,"POWERLESS","true"
"4158",850,"Indonesia",1964,1966,"Madura",9000,85009000,NA,0.05,"POWERLESS","true"
"4159",850,"Indonesia",1964,1966,"Minangkabaus",12000,85012000,NA,0.03,"POWERLESS","true"
"4160",850,"Indonesia",1964,1966,"Bataks",4000,85004000,NA,0.02,"POWERLESS","true"
"4161",850,"Indonesia",1964,1966,"Chinese (Han)",5000,85005000,NA,0.02,"DISCRIMINATED","false"
"4162",850,"Indonesia",1964,1966,"Dayak",16000,85016000,NA,0.015,"POWERLESS","true"
"4163",850,"Indonesia",1964,1966,"Acehnese",1000,85001000,NA,0.01,"POWERLESS","true"
"4164",850,"Indonesia",1964,1966,"Balinese",3000,85003000,NA,0.01,"POWERLESS","true"
"4165",850,"Indonesia",1964,1966,"Makassarese and Bugis",10000,85010000,NA,0.01,"POWERLESS","true"
"4166",850,"Indonesia",1964,1966,"Papuans",13000,85013000,NA,0.0082,"DISCRIMINATED","false"
"4167",850,"Indonesia",1964,1966,"Minahasa",11000,85011000,NA,0.005,"POWERLESS","true"
"4168",850,"Indonesia",1964,1966,"Amboinese",2000,85002000,NA,0.0042,"POWERLESS","true"
"4169",850,"Indonesia",1964,1966,"Gorontalos",7000,85007000,NA,0.0039,"POWERLESS","false"
"4170",850,"Indonesia",1964,1966,"Ternate",15000,85015000,NA,0.001,"POWERLESS","true"
"4171",850,"Indonesia",1967,1975,"Javanese",8000,85008000,NA,0.45,"DOMINANT",""
"4172",850,"Indonesia",1967,1975,"Sundanese",14000,85014000,NA,0.13,"IRRELEVANT",""
"4173",850,"Indonesia",1967,1975,"Madura",9000,85009000,NA,0.05,"IRRELEVANT",""
"4174",850,"Indonesia",1967,1975,"Minangkabaus",12000,85012000,NA,0.03,"IRRELEVANT",""
"4175",850,"Indonesia",1967,1975,"Bataks",4000,85004000,NA,0.02,"IRRELEVANT",""
"4176",850,"Indonesia",1967,1975,"Chinese (Han)",5000,85005000,NA,0.02,"DISCRIMINATED","false"
"4177",850,"Indonesia",1967,1975,"Dayak",16000,85016000,NA,0.015,"IRRELEVANT",""
"4178",850,"Indonesia",1967,1975,"Acehnese",1000,85001000,NA,0.01,"POWERLESS","false"
"4179",850,"Indonesia",1967,1975,"Balinese",3000,85003000,NA,0.01,"IRRELEVANT",""
"4180",850,"Indonesia",1967,1975,"Makassarese and Bugis",10000,85010000,NA,0.01,"IRRELEVANT",""
"4181",850,"Indonesia",1967,1975,"Papuans",13000,85013000,NA,0.0082,"POWERLESS","false"
"4182",850,"Indonesia",1967,1975,"Minahasa",11000,85011000,NA,0.005,"IRRELEVANT",""
"4183",850,"Indonesia",1967,1975,"Amboinese",2000,85002000,NA,0.0042,"IRRELEVANT",""
"4184",850,"Indonesia",1967,1975,"Gorontalos",7000,85007000,NA,0.0039,"IRRELEVANT",""
"4185",850,"Indonesia",1967,1975,"Ternate",15000,85015000,NA,0.001,"IRRELEVANT",""
"4186",850,"Indonesia",1976,1995,"Javanese",8000,85008000,NA,0.45,"DOMINANT",""
"4187",850,"Indonesia",1976,1995,"Sundanese",14000,85014000,NA,0.13,"IRRELEVANT",""
"4188",850,"Indonesia",1976,1995,"Madura",9000,85009000,NA,0.05,"IRRELEVANT",""
"4189",850,"Indonesia",1976,1995,"Minangkabaus",12000,85012000,NA,0.03,"IRRELEVANT",""
"4190",850,"Indonesia",1976,1995,"Bataks",4000,85004000,NA,0.02,"IRRELEVANT",""
"4191",850,"Indonesia",1976,1995,"Chinese (Han)",5000,85005000,NA,0.02,"DISCRIMINATED","false"
"4192",850,"Indonesia",1976,1995,"Dayak",16000,85016000,NA,0.015,"IRRELEVANT",""
"4193",850,"Indonesia",1976,1995,"Acehnese",1000,85001000,NA,0.01,"POWERLESS","false"
"4194",850,"Indonesia",1976,1995,"Balinese",3000,85003000,NA,0.01,"IRRELEVANT",""
"4195",850,"Indonesia",1976,1995,"Makassarese and Bugis",10000,85010000,NA,0.01,"IRRELEVANT",""
"4196",850,"Indonesia",1976,1995,"Papuans",13000,85013000,NA,0.0079,"POWERLESS","false"
"4197",850,"Indonesia",1976,1995,"East Timorese",6000,85006000,NA,0.005,"POWERLESS","false"
"4198",850,"Indonesia",1976,1995,"Minahasa",11000,85011000,NA,0.0047,"IRRELEVANT",""
"4199",850,"Indonesia",1976,1995,"Amboinese",2000,85002000,NA,0.0039,"IRRELEVANT",""
"4200",850,"Indonesia",1976,1995,"Gorontalos",7000,85007000,NA,0.0036,"IRRELEVANT",""
"4201",850,"Indonesia",1976,1995,"Ternate",15000,85015000,NA,7e-04,"IRRELEVANT",""
"4202",850,"Indonesia",1996,1998,"Javanese",8000,85008000,NA,0.45,"DOMINANT",""
"4203",850,"Indonesia",1996,1998,"Sundanese",14000,85014000,NA,0.13,"IRRELEVANT",""
"4204",850,"Indonesia",1996,1998,"Madura",9000,85009000,NA,0.05,"IRRELEVANT",""
"4205",850,"Indonesia",1996,1998,"Minangkabaus",12000,85012000,NA,0.03,"IRRELEVANT",""
"4206",850,"Indonesia",1996,1998,"Bataks",4000,85004000,NA,0.02,"IRRELEVANT",""
"4207",850,"Indonesia",1996,1998,"Chinese (Han)",5000,85005000,NA,0.02,"DISCRIMINATED","false"
"4208",850,"Indonesia",1996,1998,"Dayak",16000,85016000,NA,0.015,"IRRELEVANT",""
"4209",850,"Indonesia",1996,1998,"Acehnese",1000,85001000,NA,0.01,"POWERLESS","false"
"4210",850,"Indonesia",1996,1998,"Balinese",3000,85003000,NA,0.01,"IRRELEVANT",""
"4211",850,"Indonesia",1996,1998,"Makassarese and Bugis",10000,85010000,NA,0.01,"IRRELEVANT",""
"4212",850,"Indonesia",1996,1998,"Papuans",13000,85013000,NA,0.0079,"POWERLESS","false"
"4213",850,"Indonesia",1996,1998,"East Timorese",6000,85006000,NA,0.005,"POWERLESS","false"
"4214",850,"Indonesia",1996,1998,"Minahasa",11000,85011000,NA,0.0047,"IRRELEVANT",""
"4215",850,"Indonesia",1996,1998,"Amboinese",2000,85002000,NA,0.0039,"IRRELEVANT",""
"4216",850,"Indonesia",1996,1998,"Gorontalos",7000,85007000,NA,0.0036,"IRRELEVANT",""
"4217",850,"Indonesia",1996,1998,"Ternate",15000,85015000,NA,7e-04,"IRRELEVANT",""
"4218",850,"Indonesia",1999,2001,"Javanese",8000,85008000,NA,0.45,"DOMINANT",""
"4219",850,"Indonesia",1999,2001,"Sundanese",14000,85014000,NA,0.13,"POWERLESS","true"
"4220",850,"Indonesia",1999,2001,"Madura",9000,85009000,NA,0.05,"POWERLESS","true"
"4221",850,"Indonesia",1999,2001,"Minangkabaus",12000,85012000,NA,0.03,"POWERLESS","true"
"4222",850,"Indonesia",1999,2001,"Malay",17000,85017000,NA,0.03,"POWERLESS","true"
"4223",850,"Indonesia",1999,2001,"Bataks",4000,85004000,NA,0.02,"POWERLESS","true"
"4224",850,"Indonesia",1999,2001,"Chinese (Han)",5000,85005000,NA,0.02,"DISCRIMINATED","false"
"4225",850,"Indonesia",1999,2001,"Dayak",16000,85016000,NA,0.015,"POWERLESS","true"
"4226",850,"Indonesia",1999,2001,"Acehnese",1000,85001000,NA,0.01,"POWERLESS","false"
"4227",850,"Indonesia",1999,2001,"Balinese",3000,85003000,NA,0.01,"IRRELEVANT",""
"4228",850,"Indonesia",1999,2001,"Makassarese and Bugis",10000,85010000,NA,0.01,"IRRELEVANT",""
"4229",850,"Indonesia",1999,2001,"Papuans",13000,85013000,NA,0.0079,"POWERLESS","true"
"4230",850,"Indonesia",1999,2001,"East Timorese",6000,85006000,NA,0.005,"POWERLESS","false"
"4231",850,"Indonesia",1999,2001,"Minahasa",11000,85011000,NA,0.0047,"IRRELEVANT",""
"4232",850,"Indonesia",1999,2001,"Amboinese",2000,85002000,NA,0.0039,"POWERLESS","true"
"4233",850,"Indonesia",1999,2001,"Gorontalos",7000,85007000,NA,0.0036,"IRRELEVANT",""
"4234",850,"Indonesia",1999,2001,"Ternate",15000,85015000,NA,7e-04,"IRRELEVANT",""
"4235",850,"Indonesia",2002,2004,"Javanese",8000,85008000,NA,0.45,"DOMINANT",""
"4236",850,"Indonesia",2002,2004,"Sundanese",14000,85014000,NA,0.13,"POWERLESS","true"
"4237",850,"Indonesia",2002,2004,"Madura",9000,85009000,NA,0.05,"POWERLESS","true"
"4238",850,"Indonesia",2002,2004,"Minangkabaus",12000,85012000,NA,0.03,"POWERLESS","true"
"4239",850,"Indonesia",2002,2004,"Malay",17000,85017000,NA,0.03,"POWERLESS","true"
"4240",850,"Indonesia",2002,2004,"Bataks",4000,85004000,NA,0.02,"POWERLESS","true"
"4241",850,"Indonesia",2002,2004,"Chinese (Han)",5000,85005000,NA,0.02,"DISCRIMINATED","false"
"4242",850,"Indonesia",2002,2004,"Dayak",16000,85016000,NA,0.015,"POWERLESS","true"
"4243",850,"Indonesia",2002,2004,"Acehnese",1000,85001000,NA,0.01,"POWERLESS","true"
"4244",850,"Indonesia",2002,2004,"Balinese",3000,85003000,NA,0.01,"IRRELEVANT",""
"4245",850,"Indonesia",2002,2004,"Makassarese and Bugis",10000,85010000,NA,0.01,"IRRELEVANT",""
"4246",850,"Indonesia",2002,2004,"Papuans",13000,85013000,NA,0.0082,"POWERLESS","true"
"4247",850,"Indonesia",2002,2004,"Minahasa",11000,85011000,NA,0.0047,"IRRELEVANT",""
"4248",850,"Indonesia",2002,2004,"Amboinese",2000,85002000,NA,0.0042,"POWERLESS","true"
"4249",850,"Indonesia",2002,2004,"Gorontalos",7000,85007000,NA,0.0036,"IRRELEVANT",""
"4250",850,"Indonesia",2002,2004,"Ternate",15000,85015000,NA,0.001,"IRRELEVANT",""
"4251",850,"Indonesia",2005,2014,"Javanese",8000,85008000,NA,0.45,"SENIOR PARTNER","true"
"4252",850,"Indonesia",2005,2014,"Sundanese",14000,85014000,NA,0.13,"JUNIOR PARTNER","true"
"4253",850,"Indonesia",2005,2014,"Madura",9000,85009000,NA,0.05,"POWERLESS","true"
"4254",850,"Indonesia",2005,2014,"Minangkabaus",12000,85012000,NA,0.03,"JUNIOR PARTNER","true"
"4255",850,"Indonesia",2005,2014,"Malay",17000,85017000,NA,0.03,"JUNIOR PARTNER","true"
"4256",850,"Indonesia",2005,2014,"Bataks",4000,85004000,NA,0.02,"JUNIOR PARTNER","true"
